OGF_ID,AIRPORT_TYPE,STATUS,NAME,OWNER,AIRPORT_IDENT,LATITUDE,LONGITUDE,ELEVATION,NUMBER_OF_PAVED_RUNWAYS,NUMBER_OF_UNPAVED_RUNWAYS,LGTH_LONGEST_DAYTIME_RUNWAY,LGTH_LONGEST_NIGHTTIME_RUNWAY,CONTROL_TOWER_IND,INSTRUMENT_FLIGHT_RULES_IND,VISUAL_FLIGHT_RULES_IND,AIRPORT_LIGHTING,AIRPORT_AREA_HA,COMMENTS,SOURCE_DETAIL,LOCATION_ACCURACY,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
73162582,Airport,Unknown,Dunnville,<Null>,CDU9,42.875354,79.594611,600,0,0,0,0,,,,,139.96,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,216,0,0
73162583,Hospital Heliport,Unknown,Dunnville (Haldimand War Memorial Hospital),<Null>,CPA9,42.9154864,79.629626,596,0,0,0,0,,,,,14.264,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,217,0,0
73162584,Airport,Unknown,Grimsby Air Park,<Null>,CNZ8,43.1595195,79.5991016,640,0,0,0,0,,,,,29.366,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,218,0,0
73162585,Airport,Unknown,Stoney Creek,<Null>,CPF6,43.1698081,79.7068327,680,0,0,0,0,,,,,85.165,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,219,0,0
73162586,Airport,Unknown,York,<Null>,CPP6,43.0406222,79.8530307,670,0,0,0,0,,,,,42.387,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,220,0,0
73162587,Airport,Unknown,Hamilton,<Null>,CYHM,43.1719228,79.9299794,780,0,0,0,0,,,,,532.767,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,221,0,0
73162588,Hospital Heliport,Unknown,Hamilton (General Hospital),<Null>,CPK3,43.2624625,79.8541113,276,0,0,0,0,,,,,4.895,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,222,0,0
73162589,Hospital Heliport,Unknown,Hamilton (Chedoke-McMaster Hospitals),<Null>,CPJ3,43.2633225,79.9277848,260,0,0,0,0,,,,,26.5,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,223,0,0
73162590,Airport,Unknown,Rockton,<Null>,CPT3,43.3226884,80.1759399,846,0,0,0,0,,,,,48.805,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,224,0,0
73162591,Airport,Unknown,Cambridge/Reid`s Field,<Null>,CPE4,43.4426763,80.2312272,1050,0,0,0,0,,,,,39.226,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,225,0,0
73162592,Airport,Unknown,Guelph,<Null>,CNC4,43.5631836,80.1946549,1100,0,0,0,0,,,,,17.952,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,226,0,0
73162593,Airport,Unknown,Kitchener/Waterloo,<Null>,CYKF,43.4602925,80.380436,1054,0,0,0,0,,,,,348.929,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,227,0,0
73162594,Hospital Heliport,Unknown,Kitchener-Waterloo (Grand River Hosp),<Null>,CNK9,43.4527038,80.5048413,1110,0,0,0,0,,,,,3.515,,Nav Canada,Within 100 metres,,2012/03/28 11:15:07+00,2012/03/29 09:00:55+00,228,0,0
73162776,Airport,Unknown,Wawa,<Null>,CYXZ,47.9657198,84.7897948,942,0,0,0,0,,,,,100.39,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,229,0,0
73162777,Airport,Unknown,Hornepayne Muni,<Null>,CYHN,49.1958608,84.754839,1099,0,0,0,0,,,,,309.256,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,230,0,0
73162778,Hospital Heliport,Unknown,Manitouwadge (General Hospital),<Null>,CPU4,49.1276993,85.8243605,1052,0,0,0,0,,,,,3.825,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,231,0,0
73162779,Airport,Unknown,Manitouwadge,<Null>,CYMG,49.0786019,85.8668908,1198,0,0,0,0,,,,,295.866,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,232,0,0
73162780,Airport,Unknown,Kapuskasing,<Null>,CYYU,49.4108523,82.4677698,743,0,0,0,0,,,,,165.022,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,233,0,0
73162781,Airport,Unknown,Hearst (René Fontaine) Muni,<Null>,CYHF,49.714644,83.6898213,827,0,0,0,0,,,,,108.861,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,234,0,0
73162782,Airport,Unknown,Carey Lake,<Null>,CNX3,49.7446502,84.0310748,837,0,0,0,0,,,,,40.163,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,235,0,0
73162783,Airport,Unknown,Iroquois Falls,<Null>,CNE4,48.7418471,80.7930058,1008,0,0,0,0,,,,,128.022,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,236,0,0
73162784,Airport,Unknown,Cochrane,<Null>,CYCN,49.107599,81.0127309,861,0,0,0,0,,,,,175.912,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,237,0,0
73162785,Airport,Unknown,Moosonee,<Null>,CYMO,51.2928539,80.6072903,30,0,0,0,0,,,,,228.899,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,238,0,0
73162786,Heliport,Unknown,Moose Factory,<Null>,CPN3,51.2521866,80.6179492,20,0,0,0,0,,,,,21.872,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,239,0,0
73162787,Airport,Unknown,Fort Albany,<Null>,CYFA,52.2035454,81.6869057,48,0,0,0,0,,,,,98.445,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,240,0,0
73162788,Airport,Unknown,Kashechewan,<Null>,CZKE,52.282747,81.6758796,35,0,0,0,0,,,,,18.625,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,241,0,0
73162789,Airport,Unknown,Attawapiskat,<Null>,CYAT,52.9273955,82.4314881,31,0,0,0,0,,,,,15.642,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,242,0,0
73162790,Airport,Unknown,Peawanuck,<Null>,CYPO,54.9898728,85.4402178,173,0,0,0,0,,,,,153.078,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,243,0,0
73162791,Airport,Unknown,Fort Severn,<Null>,CYER,56.0185185,87.6763023,52,0,0,0,0,,,,,17.417,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,244,0,0
73162792,Hospital Heliport,Unknown,Marathon (Wilson Memorial Hospital),<Null>,CPX2,48.7184489,86.3752637,750,0,0,0,0,,,,,3.071,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,245,0,0
73162793,Airport,Unknown,Marathon,<Null>,CYSP,48.7589653,86.3435803,1035,0,0,0,0,,,,,207.64,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,246,0,0
73162794,Hospital Heliport,Unknown,Nipigon (District Memorial Hospital),<Null>,CKE9,49.0160836,88.2785588,761,0,0,0,0,,,,,2.099,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,247,0,0
73162795,Hospital Heliport,Unknown,Beardmore (Health Centre),<Null>,CPY3,49.610169,87.9521027,1015,0,0,0,0,,,,,18.989,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,248,0,0
73162796,Hospital Heliport,Unknown,Geraldton (District Hospital),<Null>,CPJ4,49.7235812,86.9564355,1101,0,0,0,0,,,,,2.956,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,249,0,0
73162797,Airport,Unknown,Geraldton (Greenstone Regional),<Null>,CYGQ,49.7774536,86.9366751,1144,0,0,0,0,,,,,223.983,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,250,0,0
73162798,Airport,Unknown,Nakina,<Null>,CYQN,50.1784063,86.6940371,1057,0,0,0,0,,,,,221.581,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,251,0,0
73162799,Airport,Unknown,Ogoki Post,<Null>,CNT3,51.6582712,85.9021801,594,0,0,0,0,,,,,24.94,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,252,0,0
73162800,Airport,Unknown,Fort Hope,<Null>,CYFH,51.5616416,87.9087358,899,0,0,0,0,,,,,40.003,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,253,0,0
73162801,Airport,Unknown,Miminiska,<Null>,CPS5,51.6042245,88.5825828,1000,0,0,0,0,,,,,6.604,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,254,0,0
73162802,Airport,Unknown,Lansdowne House,<Null>,CYLH,52.1959441,87.9333061,834,0,0,0,0,,,,,21.063,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,255,0,0
73162803,Airport,Unknown,Summer Beaver,<Null>,CJV7,52.7109175,88.5425138,832,0,0,0,0,,,,,71.801,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,256,0,0
73162804,Airport,Unknown,Webequie,<Null>,CYWP,52.958648,87.3746306,685,0,0,0,0,,,,,29.116,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,257,0,0
73162805,Airport,Unknown,Kasabonika,<Null>,CYAQ,53.524786,88.6427184,672,0,0,0,0,,,,,31.618,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,258,0,0
73162806,Heliport,Unknown,Armstrong,<Null>,CPE9,50.3073214,89.029206,1125,0,0,0,0,,,,,0.093,,Nav Canada,Within 100 metres,,2012/03/28 10:38:07+00,2012/03/29 09:00:55+00,259,0,0
73162807,Airport,Unknown,Armstrong,<Null>,CYYW,50.2906275,88.910778,1058,0,0,0,0,,,,,170.69,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,260,0,0
73162808,Heliport,Unknown,Upsala,<Null>,CKL8,49.050278,90.469167,1581,0,0,0,0,,,,,2.126,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,261,0,0
73162809,Airport,Unknown,Kakabeka Falls,<Null>,CKG8,48.4196931,89.5974331,1000,0,0,0,0,,,,,55.834,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,262,0,0
73162810,Airport,Unknown,Thunder Bay,<Null>,CYQT,48.3730774,89.3234975,653,0,0,0,0,,,,,356.723,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,263,0,0
73162811,Hospital Heliport,Unknown,Thunder Bay (Health Science Centre),<Null>,CTB2,48.424479,89.2691617,705,0,0,0,0,,,,,23.434,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,264,0,0
73162812,Hospital Heliport,Unknown,Atikokan (General Hospital),<Null>,CKF3,48.7553463,91.5968836,1285,0,0,0,0,,,,,0.829,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,265,0,0
73162813,Airport,Unknown,Atikokan Muni,<Null>,CYIB,48.7719471,91.6369882,1408,0,0,0,0,,,,,200.888,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,266,0,0
73162814,Airport,Unknown,Fort Frances Muni,<Null>,CYAG,48.6555574,93.4417261,1125,0,0,0,0,,,,,237.916,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,267,0,0
73162815,Airport,Unknown,Nestor Falls,<Null>,CJA5,49.1402107,93.9170641,1195,0,0,0,0,,,,,10.639,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,268,0,0
73162816,Airport,Unknown,Sioux Narrows,<Null>,CKM2,49.3899928,93.996395,1100,0,0,0,0,,,,,5.423,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,269,0,0
73162817,Airport,Unknown,Kenora,<Null>,CYQK,49.7893856,94.3618927,1332,0,0,0,0,,,,,108.119,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,270,0,0
73162818,Hospital Heliport,Unknown,Kenora (Lake Of The Woods District Hospital),<Null>,CJG6,49.7681364,94.499142,1100,0,0,0,0,,,,,1.523,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,271,0,0
73162819,Heliport,Unknown,Ignace,<Null>,CJN3,49.4075316,91.6348828,1500,0,0,0,0,,,,,10.476,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,272,0,0
73162820,Airport,Unknown,Ignace Muni,<Null>,CZUC,49.428851,91.717309,1435,0,0,0,0,,,,,128.697,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,273,0,0
73162821,Airport,Unknown,Dryden Regional,<Null>,CYHD,49.8306176,92.7430941,1354,0,0,0,0,,,,,223.679,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,274,0,0
73162822,Heliport,Unknown,Dryden Best Western,<Null>,CKV3,49.7874097,92.8339234,1200,0,0,0,0,,,,,2.257,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,275,0,0
73162823,Airport,Unknown,Eagle River,<Null>,CKX3,49.7589089,93.1432286,1210,0,0,0,0,,,,,82.374,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,276,0,0
73162824,Airport,Unknown,Vermilion Bay,<Null>,CKQ7,49.882032,93.436299,1284,0,0,0,0,,,,,168.627,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,277,0,0
73162825,Airport,Unknown,Sioux Lookout,<Null>,CYXL,50.1179505,91.904074,1258,0,0,0,0,,,,,222.573,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,278,0,0
73162826,Airport,Unknown,De Lesseps Lake,<Null>,CKF9,50.7176059,90.6839431,1312,0,0,0,0,,,,,18.069,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,279,0,0
73162827,Airport,Unknown,Slate Falls,<Null>,CKD9,51.13037,91.66635,1355,0,0,0,0,,,,,37.37,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,280,0,0
73162828,Airport,Unknown,Pickle Lake,<Null>,CYPL,51.4449052,90.2194119,1267,0,0,0,0,,,,,199.029,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,281,0,0
73162829,Airport,Unknown,Cat Lake,<Null>,CYAC,51.7271554,91.8251412,1339,0,0,0,0,,,,,26.564,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,282,0,0
73162830,Airport,Unknown,Opapimiskan Lake,<Null>,CKM8,52.6089099,90.3768484,1023,0,0,0,0,,,,,22.944,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,283,0,0
73162831,Airport,Unknown,Kingfisher Lake,<Null>,CNM5,53.0123106,89.8542354,866,0,0,0,0,,,,,47.463,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,284,0,0
73162832,Airport,Unknown,Wunnumin Lake,<Null>,CKL3,52.8929608,89.2888733,819,0,0,0,0,,,,,49.966,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,285,0,0
73162833,Airport,Unknown,Round Lake (Weagamow Lake),<Null>,CZRJ,52.9453686,91.311098,974,0,0,0,0,,,,,35.407,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,286,0,0
73162834,Airport,Unknown,Muskrat Dam,<Null>,CZMD,53.4414948,91.7627486,911,0,0,0,0,,,,,47.481,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,287,0,0
73162835,Airport,Unknown,Sachigo Lake,<Null>,CZPB,53.890574,92.1956781,876,0,0,0,0,,,,,29.098,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,288,0,0
73162836,Airport,Unknown,Bearskin Lake,<Null>,CNE3,53.9663372,91.0251303,800,0,0,0,0,,,,,53.281,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,289,0,0
73162837,Airport,Unknown,Big Trout Lake,<Null>,CYTL,53.8179546,89.8969184,729,0,0,0,0,,,,,39.039,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,290,0,0
73162838,Airport,Unknown,Angling Lake/Wapekeka,<Null>,CKB6,53.847842,89.5765943,712,0,0,0,0,,,,,27.697,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,291,0,0
73162839,Airport,Unknown,Elliot Lake Muni,<Null>,CYEL,46.3518716,82.5619099,1087,0,0,0,0,,,,,110.717,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,292,0,0
73162840,Airport,Unknown,Thessalon Muni,<Null>,CPL5,46.3163433,83.532617,750,0,0,0,0,,,,,59.477,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,293,0,0
73162841,Airport,Unknown,St. Joseph Island,<Null>,CPV3,46.2817365,83.9495053,600,0,0,0,0,,,,,31.565,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,294,0,0
73162842,Airport,Unknown,Bar River,<Null>,CPF2,46.4195136,84.0975649,591,0,0,0,0,,,,,84.894,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,295,0,0
73162843,Heliport,Unknown,Sault Ste. Marie,<Null>,CNR3,46.5047453,84.323921,580,0,0,0,0,,,,,4.544,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,296,0,0
73162844,Airport,Unknown,Sault Ste. Marie,<Null>,CYAM,46.4858321,84.5064521,630,0,0,0,0,,,,,768.278,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,297,0,0
73162845,Airport,Unknown,Springwater (Barrie Airpark),<Null>,CNA3,44.4078823,79.7311998,963,0,0,0,0,,,,,12.896,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,298,0,0
73162846,Heliport,Unknown,Toronto/Cardinal Couriers,<Null>,CPL8,43.6313889,79.6647222,612,0,0,0,0,,,,,2.281,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,299,0,0
73162847,Seaplane Base,Unknown,Grand River,<Null>,CNC6,43.0861111,80.0516667,605,0,0,0,0,,,,,2.303,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,300,0,0
73162848,Seaplane Base,Unknown,Constance Lake,<Null>,CNQ5,45.4027778,75.9755556,196,0,0,0,0,,,,,2.207,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,301,0,0
73162849,Seaplane Base,Unknown,Combermere/Kamaniskeg Lake,<Null>,CNP5,45.3833333,77.65,928,0,0,0,0,,,,,2.209,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,302,0,0
73162850,Seaplane Base,Unknown,Haliburton,<Null>,CNF6,45.0083333,78.5666667,1043,0,0,0,0,,,,,2.226,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,303,0,0
73162851,Seaplane Base,Unknown,Head Lake,<Null>,CPV5,44.7213889,78.9108333,880,0,0,0,0,,,,,2.238,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,304,0,0
73162852,Airport,Unknown,Orillia,<Null>,CNJ4,44.6771057,79.3105378,725,0,0,0,0,,,,,74.583,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,305,0,0
73162853,Seaplane Base,Unknown,Dorset/Kawagama Lake (Old Mill Marina),<Null>,CNK5,45.2673047,78.8094892,1165,0,0,0,0,,,,,3.68,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,306,0,0
73162854,Seaplane Base,Unknown,Arnprior,<Null>,CNB5,45.4078208,76.3598768,330,0,0,0,0,,,,,2.965,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,307,0,0
73162855,Seaplane Base,Unknown,Huntsville/Bella Lake,<Null>,CPY7,45.4527176,79.0248169,1168,0,0,0,0,,,,,1.983,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,308,0,0
73162856,Seaplane Base,Unknown,Gananoque,<Null>,CGN1,44.325,76.1569444,246,0,0,0,0,,,,,2.248,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,309,0,0
73162857,Seaplane Base,Unknown,Keene/Elmhirst`s Resort,<Null>,CNQ6,44.2514623,78.1041743,613,0,0,0,0,,,,,0.025,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,310,0,0
73162858,Seaplane Base,Unknown,Renfrew/Hurds Lake,<Null>,CNL6,45.4039062,76.6484577,608,0,0,0,0,,,,,2.207,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,311,0,0
73162859,Seaplane Base,Unknown,Renfrew/Black Donald Lake,<Null>,CPK8,45.21073,76.9583076,815,0,0,0,0,,,,,2.215,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,312,0,0
73162860,Seaplane Base,Unknown,Gooderham/Pencil Lake,<Null>,CNN7,44.8064508,78.3514448,1060,0,0,0,0,,,,,2.233,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,313,0,0
73162861,Seaplane Base,Unknown,Orillia/Lake St John,<Null>,CNV6,44.6816213,79.3076379,718,0,0,0,0,,,,,0.055,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,314,0,0
73162862,Seaplane Base,Unknown,Port Stanton/Sparrow Lake,<Null>,CNX7,44.798236,79.4114737,698,0,0,0,0,,,,,2.236,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,315,0,0
73162863,Seaplane Base,Unknown,Orillia/Matchedash Lake,<Null>,CPU5,44.7892132,79.4999332,738,0,0,0,0,,,,,0.008,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,316,0,0
73162864,Seaplane Base,Unknown,Huntsville,<Null>,CNU6,45.317566,79.2590687,931,0,0,0,0,,,,,2.507,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,317,0,0
73162865,Seaplane Base,Unknown,Skeleton Lake,<Null>,CPQ7,45.2319445,79.4361111,920,0,0,0,0,,,,,2.219,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,318,0,0
73162866,Seaplane Base,Unknown,Lake Muskoka/Alport Bay,<Null>,CLM3,45.0211111,79.3827778,739,0,0,0,0,,,,,2.227,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,319,0,0
73162867,Seaplane Base,Unknown,Lake Rosseau/Windermere,<Null>,CNP2,45.15824,79.5325666,742,0,0,0,0,,,,,2.223,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,320,0,0
73162868,Seaplane Base,Unknown,Lake Rosseau/Arthurlie Bay,<Null>,CPF9,45.1118702,79.5512399,742,0,0,0,0,,,,,2.224,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,321,0,0
73162869,Seaplane Base,Unknown,Lake Muskoka/Mortimer`s Point,<Null>,CNC7,45.05,79.5611111,739,0,0,0,0,,,,,2.227,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,322,0,0
73162870,Seaplane Base,Unknown,Lake Muskoka/Dudley Bay,<Null>,CNT5,45.0331034,79.6020157,739,0,0,0,0,,,,,2.228,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,323,0,0
73162871,Seaplane Base,Unknown,Port Carling/Butterfly Lake,<Null>,CPY8,45.0938889,79.6305556,765,0,0,0,0,,,,,2.225,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,324,0,0
73162872,Seaplane Base,Unknown,Bala/Gibson Lake,<Null>,CGL3,44.948705,79.7265802,635,0,0,0,0,,,,,0.581,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,325,0,0
73162873,Seaplane Base,Unknown,Lake Rosseau/Cameron Bay,<Null>,CPQ6,45.2526076,79.65756,742,0,0,0,0,,,,,2.219,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,326,0,0
73162874,Seaplane Base,Unknown,Mac Tier/Francis Island,<Null>,CPZ7,45.1502778,80.0191667,580,0,0,0,0,,,,,2.224,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,327,0,0
73162875,Seaplane Base,Unknown,Parry Sound/Huron Island,<Null>,CPS8,45.180765,80.1070449,580,0,0,0,0,,,,,5.634,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,328,0,0
73162876,Seaplane Base,Unknown,Parry Sound/Frying Pan Island-Sans Souci,<Null>,CPS9,45.1742348,80.1376375,580,0,0,0,0,,,,,0.707,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,329,0,0
73162877,Seaplane Base,Unknown,Parry Sound/Derbyshire Island,<Null>,CDS6,45.2444341,80.1548837,580,0,0,0,0,,,,,0.519,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,330,0,0
